Registo,Valor,Estado
1518,N/A,TIMEOUT/NÃO_DISPONÍVEL
1519,N/A,TIMEOUT/NÃO_DISPONÍVEL
1520,N/A,TIMEOUT/NÃO_DISPONÍVEL
1521,N/A,TIMEOUT/NÃO_DISPONÍVEL
1522,N/A,TIMEOUT/NÃO_DISPONÍVEL
1523,N/A,TIMEOUT/NÃO_DISPONÍVEL
1524,N/A,TIMEOUT/NÃO_DISPONÍVEL
1525,N/A,TIMEOUT/NÃO_DISPONÍVEL
1526,N/A,TIMEOUT/NÃO_DISPONÍVEL
1527,N/A,TIMEOUT/NÃO_DISPONÍVEL
1528,N/A,TIMEOUT/NÃO_DISPONÍVEL
1529,N/A,TIMEOUT/NÃO_DISPONÍVEL
1530,N/A,TIMEOUT/NÃO_DISPONÍVEL
1531,N/A,TIMEOUT/NÃO_DISPONÍVEL
1532,N/A,TIMEOUT/NÃO_DISPONÍVEL
1533,N/A,TIMEOUT/NÃO_DISPONÍVEL
1534,N/A,TIMEOUT/NÃO_DISPONÍVEL
1535,N/A,TIMEOUT/NÃO_DISPONÍVEL
1536,N/A,TIMEOUT/NÃO_DISPONÍVEL
1537,N/A,TIMEOUT/NÃO_DISPONÍVEL
1538,N/A,TIMEOUT/NÃO_DISPONÍVEL
1539,N/A,TIMEOUT/NÃO_DISPONÍVEL
1540,N/A,TIMEOUT/NÃO_DISPONÍVEL
1541,N/A,TIMEOUT/NÃO_DISPONÍVEL
1542,N/A,TIMEOUT/NÃO_DISPONÍVEL
1543,N/A,TIMEOUT/NÃO_DISPONÍVEL
1544,N/A,TIMEOUT/NÃO_DISPONÍVEL
1545,N/A,TIMEOUT/NÃO_DISPONÍVEL
1546,N/A,TIMEOUT/NÃO_DISPONÍVEL
1547,N/A,TIMEOUT/NÃO_DISPONÍVEL
1548,N/A,TIMEOUT/NÃO_DISPONÍVEL
1549,N/A,TIMEOUT/NÃO_DISPONÍVEL
1550,N/A,TIMEOUT/NÃO_DISPONÍVEL
1551,N/A,TIMEOUT/NÃO_DISPONÍVEL
1552,N/A,TIMEOUT/NÃO_DISPONÍVEL
1553,N/A,TIMEOUT/NÃO_DISPONÍVEL
1554,N/A,TIMEOUT/NÃO_DISPONÍVEL
1555,N/A,TIMEOUT/NÃO_DISPONÍVEL
1556,N/A,TIMEOUT/NÃO_DISPONÍVEL
1557,N/A,TIMEOUT/NÃO_DISPONÍVEL
1558,N/A,TIMEOUT/NÃO_DISPONÍVEL
1559,N/A,TIMEOUT/NÃO_DISPONÍVEL
1560,N/A,TIMEOUT/NÃO_DISPONÍVEL
1561,N/A,TIMEOUT/NÃO_DISPONÍVEL
1562,N/A,TIMEOUT/NÃO_DISPONÍVEL
1563,N/A,TIMEOUT/NÃO_DISPONÍVEL
1564,N/A,TIMEOUT/NÃO_DISPONÍVEL
1565,N/A,TIMEOUT/NÃO_DISPONÍVEL
1566,N/A,TIMEOUT/NÃO_DISPONÍVEL
1567,N/A,TIMEOUT/NÃO_DISPONÍVEL
1568,N/A,TIMEOUT/NÃO_DISPONÍVEL
1569,N/A,TIMEOUT/NÃO_DISPONÍVEL
1570,N/A,TIMEOUT/NÃO_DISPONÍVEL
1571,N/A,TIMEOUT/NÃO_DISPONÍVEL
1572,N/A,TIMEOUT/NÃO_DISPONÍVEL
1573,N/A,TIMEOUT/NÃO_DISPONÍVEL
1574,N/A,TIMEOUT/NÃO_DISPONÍVEL
1575,N/A,TIMEOUT/NÃO_DISPONÍVEL
1576,N/A,TIMEOUT/NÃO_DISPONÍVEL
1577,N/A,TIMEOUT/NÃO_DISPONÍVEL
1578,N/A,TIMEOUT/NÃO_DISPONÍVEL
1579,N/A,TIMEOUT/NÃO_DISPONÍVEL
1580,N/A,TIMEOUT/NÃO_DISPONÍVEL
1581,N/A,TIMEOUT/NÃO_DISPONÍVEL
1582,N/A,TIMEOUT/NÃO_DISPONÍVEL
1583,N/A,TIMEOUT/NÃO_DISPONÍVEL
1584,N/A,TIMEOUT/NÃO_DISPONÍVEL
1585,N/A,TIMEOUT/NÃO_DISPONÍVEL
1586,N/A,TIMEOUT/NÃO_DISPONÍVEL
1587,N/A,TIMEOUT/NÃO_DISPONÍVEL
1588,N/A,TIMEOUT/NÃO_DISPONÍVEL
1589,N/A,TIMEOUT/NÃO_DISPONÍVEL
1590,N/A,TIMEOUT/NÃO_DISPONÍVEL
1591,N/A,TIMEOUT/NÃO_DISPONÍVEL
1592,N/A,TIMEOUT/NÃO_DISPONÍVEL
1593,N/A,TIMEOUT/NÃO_DISPONÍVEL
1594,N/A,TIMEOUT/NÃO_DISPONÍVEL
1595,N/A,TIMEOUT/NÃO_DISPONÍVEL
1596,N/A,TIMEOUT/NÃO_DISPONÍVEL
1597,N/A,TIMEOUT/NÃO_DISPONÍVEL
1598,N/A,TIMEOUT/NÃO_DISPONÍVEL
1599,N/A,TIMEOUT/NÃO_DISPONÍVEL
1600,N/A,TIMEOUT/NÃO_DISPONÍVEL
1601,N/A,TIMEOUT/NÃO_DISPONÍVEL
1602,N/A,TIMEOUT/NÃO_DISPONÍVEL
1603,N/A,TIMEOUT/NÃO_DISPONÍVEL
1604,N/A,TIMEOUT/NÃO_DISPONÍVEL
1605,N/A,TIMEOUT/NÃO_DISPONÍVEL
1606,N/A,TIMEOUT/NÃO_DISPONÍVEL
1607,N/A,TIMEOUT/NÃO_DISPONÍVEL
1608,N/A,TIMEOUT/NÃO_DISPONÍVEL
1609,N/A,TIMEOUT/NÃO_DISPONÍVEL
1610,N/A,TIMEOUT/NÃO_DISPONÍVEL
1611,N/A,TIMEOUT/NÃO_DISPONÍVEL
1612,N/A,TIMEOUT/NÃO_DISPONÍVEL
1613,N/A,TIMEOUT/NÃO_DISPONÍVEL
1614,N/A,TIMEOUT/NÃO_DISPONÍVEL
1615,N/A,TIMEOUT/NÃO_DISPONÍVEL
1616,N/A,TIMEOUT/NÃO_DISPONÍVEL
1617,N/A,TIMEOUT/NÃO_DISPONÍVEL
1618,N/A,TIMEOUT/NÃO_DISPONÍVEL
1619,N/A,TIMEOUT/NÃO_DISPONÍVEL
1620,N/A,TIMEOUT/NÃO_DISPONÍVEL
1621,N/A,TIMEOUT/NÃO_DISPONÍVEL
1622,N/A,TIMEOUT/NÃO_DISPONÍVEL
1623,N/A,TIMEOUT/NÃO_DISPONÍVEL
1624,N/A,TIMEOUT/NÃO_DISPONÍVEL
1625,N/A,TIMEOUT/NÃO_DISPONÍVEL
1626,N/A,TIMEOUT/NÃO_DISPONÍVEL
1627,N/A,TIMEOUT/NÃO_DISPONÍVEL
1628,N/A,TIMEOUT/NÃO_DISPONÍVEL
1629,N/A,TIMEOUT/NÃO_DISPONÍVEL
1630,N/A,TIMEOUT/NÃO_DISPONÍVEL
1631,N/A,TIMEOUT/NÃO_DISPONÍVEL
1632,N/A,TIMEOUT/NÃO_DISPONÍVEL
1633,N/A,TIMEOUT/NÃO_DISPONÍVEL
1634,N/A,TIMEOUT/NÃO_DISPONÍVEL
1635,N/A,TIMEOUT/NÃO_DISPONÍVEL
1636,N/A,TIMEOUT/NÃO_DISPONÍVEL
1637,N/A,TIMEOUT/NÃO_DISPONÍVEL
1638,N/A,TIMEOUT/NÃO_DISPONÍVEL
1639,N/A,TIMEOUT/NÃO_DISPONÍVEL
1640,N/A,TIMEOUT/NÃO_DISPONÍVEL
1641,N/A,TIMEOUT/NÃO_DISPONÍVEL
1642,N/A,TIMEOUT/NÃO_DISPONÍVEL
1643,N/A,TIMEOUT/NÃO_DISPONÍVEL
1644,N/A,TIMEOUT/NÃO_DISPONÍVEL
1645,N/A,TIMEOUT/NÃO_DISPONÍVEL
1646,N/A,TIMEOUT/NÃO_DISPONÍVEL
1647,N/A,TIMEOUT/NÃO_DISPONÍVEL
1648,N/A,TIMEOUT/NÃO_DISPONÍVEL
1649,N/A,TIMEOUT/NÃO_DISPONÍVEL
1650,N/A,TIMEOUT/NÃO_DISPONÍVEL
1651,N/A,TIMEOUT/NÃO_DISPONÍVEL
1652,N/A,TIMEOUT/NÃO_DISPONÍVEL
1653,N/A,TIMEOUT/NÃO_DISPONÍVEL
1654,N/A,TIMEOUT/NÃO_DISPONÍVEL
1655,N/A,TIMEOUT/NÃO_DISPONÍVEL
1656,N/A,TIMEOUT/NÃO_DISPONÍVEL
1657,N/A,TIMEOUT/NÃO_DISPONÍVEL
1658,N/A,TIMEOUT/NÃO_DISPONÍVEL
1659,N/A,TIMEOUT/NÃO_DISPONÍVEL
1660,N/A,TIMEOUT/NÃO_DISPONÍVEL
1661,N/A,TIMEOUT/NÃO_DISPONÍVEL
1662,N/A,TIMEOUT/NÃO_DISPONÍVEL
1663,N/A,TIMEOUT/NÃO_DISPONÍVEL
1664,N/A,TIMEOUT/NÃO_DISPONÍVEL
1665,N/A,TIMEOUT/NÃO_DISPONÍVEL
1666,N/A,TIMEOUT/NÃO_DISPONÍVEL
1667,N/A,TIMEOUT/NÃO_DISPONÍVEL
1668,N/A,TIMEOUT/NÃO_DISPONÍVEL
1669,N/A,TIMEOUT/NÃO_DISPONÍVEL
1670,N/A,TIMEOUT/NÃO_DISPONÍVEL
1671,N/A,TIMEOUT/NÃO_DISPONÍVEL
1672,N/A,TIMEOUT/NÃO_DISPONÍVEL
1673,N/A,TIMEOUT/NÃO_DISPONÍVEL
1674,N/A,TIMEOUT/NÃO_DISPONÍVEL
1675,N/A,TIMEOUT/NÃO_DISPONÍVEL
1676,N/A,TIMEOUT/NÃO_DISPONÍVEL
1677,N/A,TIMEOUT/NÃO_DISPONÍVEL
1678,N/A,TIMEOUT/NÃO_DISPONÍVEL
1679,N/A,TIMEOUT/NÃO_DISPONÍVEL
1680,N/A,TIMEOUT/NÃO_DISPONÍVEL
1681,N/A,TIMEOUT/NÃO_DISPONÍVEL
1682,N/A,TIMEOUT/NÃO_DISPONÍVEL
1683,N/A,TIMEOUT/NÃO_DISPONÍVEL
1684,N/A,TIMEOUT/NÃO_DISPONÍVEL
1685,N/A,TIMEOUT/NÃO_DISPONÍVEL
1686,N/A,TIMEOUT/NÃO_DISPONÍVEL
1687,N/A,TIMEOUT/NÃO_DISPONÍVEL
1688,N/A,TIMEOUT/NÃO_DISPONÍVEL
1689,N/A,TIMEOUT/NÃO_DISPONÍVEL
1690,N/A,TIMEOUT/NÃO_DISPONÍVEL
1691,N/A,TIMEOUT/NÃO_DISPONÍVEL
1692,N/A,TIMEOUT/NÃO_DISPONÍVEL
1693,N/A,TIMEOUT/NÃO_DISPONÍVEL
1694,N/A,TIMEOUT/NÃO_DISPONÍVEL
1695,N/A,TIMEOUT/NÃO_DISPONÍVEL
1696,N/A,TIMEOUT/NÃO_DISPONÍVEL
1697,N/A,TIMEOUT/NÃO_DISPONÍVEL
1698,N/A,TIMEOUT/NÃO_DISPONÍVEL
1699,N/A,TIMEOUT/NÃO_DISPONÍVEL
1700,N/A,TIMEOUT/NÃO_DISPONÍVEL
1701,N/A,TIMEOUT/NÃO_DISPONÍVEL
1702,N/A,TIMEOUT/NÃO_DISPONÍVEL
1703,N/A,TIMEOUT/NÃO_DISPONÍVEL
1704,N/A,TIMEOUT/NÃO_DISPONÍVEL
1705,N/A,TIMEOUT/NÃO_DISPONÍVEL
1706,N/A,TIMEOUT/NÃO_DISPONÍVEL
1707,N/A,TIMEOUT/NÃO_DISPONÍVEL
1708,N/A,TIMEOUT/NÃO_DISPONÍVEL
1709,N/A,TIMEOUT/NÃO_DISPONÍVEL
1710,N/A,TIMEOUT/NÃO_DISPONÍVEL
1711,N/A,TIMEOUT/NÃO_DISPONÍVEL
1712,N/A,TIMEOUT/NÃO_DISPONÍVEL
1713,N/A,TIMEOUT/NÃO_DISPONÍVEL
1714,N/A,TIMEOUT/NÃO_DISPONÍVEL
1715,N/A,TIMEOUT/NÃO_DISPONÍVEL
1716,N/A,TIMEOUT/NÃO_DISPONÍVEL
1717,N/A,TIMEOUT/NÃO_DISPONÍVEL
1718,N/A,TIMEOUT/NÃO_DISPONÍVEL
1719,N/A,TIMEOUT/NÃO_DISPONÍVEL
1720,N/A,TIMEOUT/NÃO_DISPONÍVEL
1721,N/A,TIMEOUT/NÃO_DISPONÍVEL
1722,N/A,TIMEOUT/NÃO_DISPONÍVEL
1723,N/A,TIMEOUT/NÃO_DISPONÍVEL
1724,N/A,TIMEOUT/NÃO_DISPONÍVEL
1725,N/A,TIMEOUT/NÃO_DISPONÍVEL
1726,N/A,TIMEOUT/NÃO_DISPONÍVEL
1727,N/A,TIMEOUT/NÃO_DISPONÍVEL
1728,N/A,TIMEOUT/NÃO_DISPONÍVEL
1729,N/A,TIMEOUT/NÃO_DISPONÍVEL
1730,N/A,TIMEOUT/NÃO_DISPONÍVEL
1731,N/A,TIMEOUT/NÃO_DISPONÍVEL
1732,N/A,TIMEOUT/NÃO_DISPONÍVEL
1733,N/A,TIMEOUT/NÃO_DISPONÍVEL
1734,N/A,TIMEOUT/NÃO_DISPONÍVEL
1735,N/A,TIMEOUT/NÃO_DISPONÍVEL
1736,N/A,TIMEOUT/NÃO_DISPONÍVEL
1737,N/A,TIMEOUT/NÃO_DISPONÍVEL
1738,N/A,TIMEOUT/NÃO_DISPONÍVEL
1739,N/A,TIMEOUT/NÃO_DISPONÍVEL
1740,N/A,TIMEOUT/NÃO_DISPONÍVEL
1741,N/A,TIMEOUT/NÃO_DISPONÍVEL
1742,N/A,TIMEOUT/NÃO_DISPONÍVEL
1743,N/A,TIMEOUT/NÃO_DISPONÍVEL
1744,N/A,TIMEOUT/NÃO_DISPONÍVEL
1745,N/A,TIMEOUT/NÃO_DISPONÍVEL
1746,N/A,TIMEOUT/NÃO_DISPONÍVEL
1747,N/A,TIMEOUT/NÃO_DISPONÍVEL
1748,N/A,TIMEOUT/NÃO_DISPONÍVEL
1749,N/A,TIMEOUT/NÃO_DISPONÍVEL
1750,N/A,TIMEOUT/NÃO_DISPONÍVEL
1751,N/A,TIMEOUT/NÃO_DISPONÍVEL
1752,N/A,TIMEOUT/NÃO_DISPONÍVEL
1753,N/A,TIMEOUT/NÃO_DISPONÍVEL
1754,N/A,TIMEOUT/NÃO_DISPONÍVEL
1755,N/A,TIMEOUT/NÃO_DISPONÍVEL
1756,N/A,TIMEOUT/NÃO_DISPONÍVEL
1757,N/A,TIMEOUT/NÃO_DISPONÍVEL
1758,N/A,TIMEOUT/NÃO_DISPONÍVEL
1759,N/A,TIMEOUT/NÃO_DISPONÍVEL
1760,N/A,TIMEOUT/NÃO_DISPONÍVEL
1761,N/A,TIMEOUT/NÃO_DISPONÍVEL
1762,N/A,TIMEOUT/NÃO_DISPONÍVEL
1763,N/A,TIMEOUT/NÃO_DISPONÍVEL
1764,N/A,TIMEOUT/NÃO_DISPONÍVEL
1765,N/A,TIMEOUT/NÃO_DISPONÍVEL
1766,N/A,TIMEOUT/NÃO_DISPONÍVEL
1767,N/A,TIMEOUT/NÃO_DISPONÍVEL
1768,N/A,TIMEOUT/NÃO_DISPONÍVEL
1769,N/A,TIMEOUT/NÃO_DISPONÍVEL
1770,N/A,TIMEOUT/NÃO_DISPONÍVEL
1771,N/A,TIMEOUT/NÃO_DISPONÍVEL
1772,N/A,TIMEOUT/NÃO_DISPONÍVEL
1773,N/A,TIMEOUT/NÃO_DISPONÍVEL
1774,N/A,TIMEOUT/NÃO_DISPONÍVEL
1775,N/A,TIMEOUT/NÃO_DISPONÍVEL
1776,N/A,TIMEOUT/NÃO_DISPONÍVEL
1777,N/A,TIMEOUT/NÃO_DISPONÍVEL
1778,N/A,TIMEOUT/NÃO_DISPONÍVEL
1779,N/A,TIMEOUT/NÃO_DISPONÍVEL
1780,N/A,TIMEOUT/NÃO_DISPONÍVEL
1781,N/A,TIMEOUT/NÃO_DISPONÍVEL
1782,N/A,TIMEOUT/NÃO_DISPONÍVEL
1783,N/A,TIMEOUT/NÃO_DISPONÍVEL
1784,N/A,TIMEOUT/NÃO_DISPONÍVEL
1785,N/A,TIMEOUT/NÃO_DISPONÍVEL
1786,N/A,TIMEOUT/NÃO_DISPONÍVEL
1787,N/A,TIMEOUT/NÃO_DISPONÍVEL
1788,N/A,TIMEOUT/NÃO_DISPONÍVEL
1789,N/A,TIMEOUT/NÃO_DISPONÍVEL
1790,N/A,TIMEOUT/NÃO_DISPONÍVEL
1791,N/A,TIMEOUT/NÃO_DISPONÍVEL
1792,N/A,TIMEOUT/NÃO_DISPONÍVEL
1793,N/A,TIMEOUT/NÃO_DISPONÍVEL
1794,N/A,TIMEOUT/NÃO_DISPONÍVEL
1795,N/A,TIMEOUT/NÃO_DISPONÍVEL
1796,N/A,TIMEOUT/NÃO_DISPONÍVEL
1797,N/A,TIMEOUT/NÃO_DISPONÍVEL
1798,N/A,TIMEOUT/NÃO_DISPONÍVEL
1799,N/A,TIMEOUT/NÃO_DISPONÍVEL
1800,N/A,TIMEOUT/NÃO_DISPONÍVEL
1801,N/A,TIMEOUT/NÃO_DISPONÍVEL
1802,N/A,TIMEOUT/NÃO_DISPONÍVEL
1803,N/A,TIMEOUT/NÃO_DISPONÍVEL
1804,N/A,TIMEOUT/NÃO_DISPONÍVEL
1805,N/A,TIMEOUT/NÃO_DISPONÍVEL
1806,N/A,TIMEOUT/NÃO_DISPONÍVEL
1807,N/A,TIMEOUT/NÃO_DISPONÍVEL
1808,N/A,TIMEOUT/NÃO_DISPONÍVEL
1809,N/A,TIMEOUT/NÃO_DISPONÍVEL
1810,N/A,TIMEOUT/NÃO_DISPONÍVEL
1811,N/A,TIMEOUT/NÃO_DISPONÍVEL
1812,N/A,TIMEOUT/NÃO_DISPONÍVEL
1813,N/A,TIMEOUT/NÃO_DISPONÍVEL
1814,N/A,TIMEOUT/NÃO_DISPONÍVEL
1815,N/A,TIMEOUT/NÃO_DISPONÍVEL
1816,N/A,TIMEOUT/NÃO_DISPONÍVEL
1817,N/A,TIMEOUT/NÃO_DISPONÍVEL
1818,N/A,TIMEOUT/NÃO_DISPONÍVEL
1819,N/A,TIMEOUT/NÃO_DISPONÍVEL
1820,N/A,TIMEOUT/NÃO_DISPONÍVEL
1821,N/A,TIMEOUT/NÃO_DISPONÍVEL
1822,N/A,TIMEOUT/NÃO_DISPONÍVEL
1823,N/A,TIMEOUT/NÃO_DISPONÍVEL
1824,N/A,TIMEOUT/NÃO_DISPONÍVEL
1825,N/A,TIMEOUT/NÃO_DISPONÍVEL
1826,N/A,TIMEOUT/NÃO_DISPONÍVEL
1827,N/A,TIMEOUT/NÃO_DISPONÍVEL
1828,N/A,TIMEOUT/NÃO_DISPONÍVEL
1829,N/A,TIMEOUT/NÃO_DISPONÍVEL
1830,N/A,TIMEOUT/NÃO_DISPONÍVEL
1831,N/A,TIMEOUT/NÃO_DISPONÍVEL
1832,N/A,TIMEOUT/NÃO_DISPONÍVEL
1833,N/A,TIMEOUT/NÃO_DISPONÍVEL
1834,N/A,TIMEOUT/NÃO_DISPONÍVEL
1835,N/A,TIMEOUT/NÃO_DISPONÍVEL
1836,N/A,TIMEOUT/NÃO_DISPONÍVEL
1837,N/A,TIMEOUT/NÃO_DISPONÍVEL
1838,N/A,TIMEOUT/NÃO_DISPONÍVEL
1839,N/A,TIMEOUT/NÃO_DISPONÍVEL
1840,N/A,TIMEOUT/NÃO_DISPONÍVEL
1841,N/A,TIMEOUT/NÃO_DISPONÍVEL
1842,N/A,TIMEOUT/NÃO_DISPONÍVEL
1843,N/A,TIMEOUT/NÃO_DISPONÍVEL
1844,N/A,TIMEOUT/NÃO_DISPONÍVEL
1845,N/A,TIMEOUT/NÃO_DISPONÍVEL
1846,N/A,TIMEOUT/NÃO_DISPONÍVEL
1847,N/A,TIMEOUT/NÃO_DISPONÍVEL
1848,N/A,TIMEOUT/NÃO_DISPONÍVEL
1849,N/A,TIMEOUT/NÃO_DISPONÍVEL
1850,N/A,TIMEOUT/NÃO_DISPONÍVEL
1851,N/A,TIMEOUT/NÃO_DISPONÍVEL
1852,N/A,TIMEOUT/NÃO_DISPONÍVEL
1853,N/A,TIMEOUT/NÃO_DISPONÍVEL
1854,N/A,TIMEOUT/NÃO_DISPONÍVEL
1855,N/A,TIMEOUT/NÃO_DISPONÍVEL
1856,N/A,TIMEOUT/NÃO_DISPONÍVEL
1857,N/A,TIMEOUT/NÃO_DISPONÍVEL
1858,N/A,TIMEOUT/NÃO_DISPONÍVEL
1859,N/A,TIMEOUT/NÃO_DISPONÍVEL
1860,N/A,TIMEOUT/NÃO_DISPONÍVEL
1861,N/A,TIMEOUT/NÃO_DISPONÍVEL
1862,N/A,TIMEOUT/NÃO_DISPONÍVEL
1863,N/A,TIMEOUT/NÃO_DISPONÍVEL
1864,N/A,TIMEOUT/NÃO_DISPONÍVEL
1865,N/A,TIMEOUT/NÃO_DISPONÍVEL
1866,N/A,TIMEOUT/NÃO_DISPONÍVEL
1867,N/A,TIMEOUT/NÃO_DISPONÍVEL
1868,N/A,TIMEOUT/NÃO_DISPONÍVEL
1869,N/A,TIMEOUT/NÃO_DISPONÍVEL
1870,N/A,TIMEOUT/NÃO_DISPONÍVEL
1871,N/A,TIMEOUT/NÃO_DISPONÍVEL
1872,N/A,TIMEOUT/NÃO_DISPONÍVEL
1873,N/A,TIMEOUT/NÃO_DISPONÍVEL
1874,N/A,TIMEOUT/NÃO_DISPONÍVEL
1875,N/A,TIMEOUT/NÃO_DISPONÍVEL
1876,N/A,TIMEOUT/NÃO_DISPONÍVEL
1877,N/A,TIMEOUT/NÃO_DISPONÍVEL
1878,N/A,TIMEOUT/NÃO_DISPONÍVEL
1879,N/A,TIMEOUT/NÃO_DISPONÍVEL
1880,N/A,TIMEOUT/NÃO_DISPONÍVEL
1881,N/A,TIMEOUT/NÃO_DISPONÍVEL
1882,N/A,TIMEOUT/NÃO_DISPONÍVEL
1883,N/A,TIMEOUT/NÃO_DISPONÍVEL
1884,N/A,TIMEOUT/NÃO_DISPONÍVEL
1885,N/A,TIMEOUT/NÃO_DISPONÍVEL
1886,N/A,TIMEOUT/NÃO_DISPONÍVEL
1887,N/A,TIMEOUT/NÃO_DISPONÍVEL
1888,N/A,TIMEOUT/NÃO_DISPONÍVEL
1889,N/A,TIMEOUT/NÃO_DISPONÍVEL
1890,N/A,TIMEOUT/NÃO_DISPONÍVEL
1891,N/A,TIMEOUT/NÃO_DISPONÍVEL
1892,N/A,TIMEOUT/NÃO_DISPONÍVEL
1893,N/A,TIMEOUT/NÃO_DISPONÍVEL
1894,N/A,TIMEOUT/NÃO_DISPONÍVEL
1895,N/A,TIMEOUT/NÃO_DISPONÍVEL
1896,N/A,TIMEOUT/NÃO_DISPONÍVEL
1897,N/A,TIMEOUT/NÃO_DISPONÍVEL
1898,N/A,TIMEOUT/NÃO_DISPONÍVEL
1899,N/A,TIMEOUT/NÃO_DISPONÍVEL
1900,N/A,TIMEOUT/NÃO_DISPONÍVEL
1901,N/A,TIMEOUT/NÃO_DISPONÍVEL
1902,N/A,TIMEOUT/NÃO_DISPONÍVEL
1903,N/A,TIMEOUT/NÃO_DISPONÍVEL
1904,N/A,TIMEOUT/NÃO_DISPONÍVEL
1905,N/A,TIMEOUT/NÃO_DISPONÍVEL
1906,N/A,TIMEOUT/NÃO_DISPONÍVEL
1907,N/A,TIMEOUT/NÃO_DISPONÍVEL
1908,N/A,TIMEOUT/NÃO_DISPONÍVEL
1909,N/A,TIMEOUT/NÃO_DISPONÍVEL
1910,N/A,TIMEOUT/NÃO_DISPONÍVEL
1911,N/A,TIMEOUT/NÃO_DISPONÍVEL
1912,N/A,TIMEOUT/NÃO_DISPONÍVEL
1913,N/A,TIMEOUT/NÃO_DISPONÍVEL
1914,N/A,TIMEOUT/NÃO_DISPONÍVEL
1915,N/A,TIMEOUT/NÃO_DISPONÍVEL
1916,N/A,TIMEOUT/NÃO_DISPONÍVEL
1917,N/A,TIMEOUT/NÃO_DISPONÍVEL
1918,N/A,TIMEOUT/NÃO_DISPONÍVEL
1919,N/A,TIMEOUT/NÃO_DISPONÍVEL
1920,N/A,TIMEOUT/NÃO_DISPONÍVEL
1921,N/A,TIMEOUT/NÃO_DISPONÍVEL
1922,N/A,TIMEOUT/NÃO_DISPONÍVEL
1923,N/A,TIMEOUT/NÃO_DISPONÍVEL
1924,N/A,TIMEOUT/NÃO_DISPONÍVEL
1925,N/A,TIMEOUT/NÃO_DISPONÍVEL
1926,N/A,TIMEOUT/NÃO_DISPONÍVEL
1927,N/A,TIMEOUT/NÃO_DISPONÍVEL
1928,N/A,TIMEOUT/NÃO_DISPONÍVEL
1929,N/A,TIMEOUT/NÃO_DISPONÍVEL
1930,N/A,TIMEOUT/NÃO_DISPONÍVEL
1931,N/A,TIMEOUT/NÃO_DISPONÍVEL
1932,N/A,TIMEOUT/NÃO_DISPONÍVEL
1933,N/A,TIMEOUT/NÃO_DISPONÍVEL
1934,N/A,TIMEOUT/NÃO_DISPONÍVEL
1935,N/A,TIMEOUT/NÃO_DISPONÍVEL
1936,N/A,TIMEOUT/NÃO_DISPONÍVEL
1937,N/A,TIMEOUT/NÃO_DISPONÍVEL
1938,N/A,TIMEOUT/NÃO_DISPONÍVEL
1939,N/A,TIMEOUT/NÃO_DISPONÍVEL
1940,N/A,TIMEOUT/NÃO_DISPONÍVEL
1941,N/A,TIMEOUT/NÃO_DISPONÍVEL
1942,N/A,TIMEOUT/NÃO_DISPONÍVEL
1943,N/A,TIMEOUT/NÃO_DISPONÍVEL
1944,N/A,TIMEOUT/NÃO_DISPONÍVEL
1945,N/A,TIMEOUT/NÃO_DISPONÍVEL
1946,N/A,TIMEOUT/NÃO_DISPONÍVEL
1947,N/A,TIMEOUT/NÃO_DISPONÍVEL
1948,N/A,TIMEOUT/NÃO_DISPONÍVEL
1949,N/A,TIMEOUT/NÃO_DISPONÍVEL
1950,N/A,TIMEOUT/NÃO_DISPONÍVEL
1951,N/A,TIMEOUT/NÃO_DISPONÍVEL
1952,N/A,TIMEOUT/NÃO_DISPONÍVEL
1953,N/A,TIMEOUT/NÃO_DISPONÍVEL
1954,N/A,TIMEOUT/NÃO_DISPONÍVEL
1955,N/A,TIMEOUT/NÃO_DISPONÍVEL
1956,N/A,TIMEOUT/NÃO_DISPONÍVEL
1957,N/A,TIMEOUT/NÃO_DISPONÍVEL
1958,N/A,TIMEOUT/NÃO_DISPONÍVEL
1959,N/A,TIMEOUT/NÃO_DISPONÍVEL
1960,N/A,TIMEOUT/NÃO_DISPONÍVEL
1961,N/A,TIMEOUT/NÃO_DISPONÍVEL
1962,N/A,TIMEOUT/NÃO_DISPONÍVEL
1963,N/A,TIMEOUT/NÃO_DISPONÍVEL
1964,N/A,TIMEOUT/NÃO_DISPONÍVEL
1965,N/A,TIMEOUT/NÃO_DISPONÍVEL
1966,N/A,TIMEOUT/NÃO_DISPONÍVEL
1967,N/A,TIMEOUT/NÃO_DISPONÍVEL
1968,N/A,TIMEOUT/NÃO_DISPONÍVEL
1969,N/A,TIMEOUT/NÃO_DISPONÍVEL
1970,N/A,TIMEOUT/NÃO_DISPONÍVEL
1971,N/A,TIMEOUT/NÃO_DISPONÍVEL
1972,N/A,TIMEOUT/NÃO_DISPONÍVEL
1973,N/A,TIMEOUT/NÃO_DISPONÍVEL
1974,N/A,TIMEOUT/NÃO_DISPONÍVEL
1975,N/A,TIMEOUT/NÃO_DISPONÍVEL
1976,N/A,TIMEOUT/NÃO_DISPONÍVEL
1977,N/A,TIMEOUT/NÃO_DISPONÍVEL
1978,N/A,TIMEOUT/NÃO_DISPONÍVEL
1979,N/A,TIMEOUT/NÃO_DISPONÍVEL
1980,N/A,TIMEOUT/NÃO_DISPONÍVEL
1981,N/A,TIMEOUT/NÃO_DISPONÍVEL
1982,N/A,TIMEOUT/NÃO_DISPONÍVEL
1983,N/A,TIMEOUT/NÃO_DISPONÍVEL
