Registo,Valor,Estado
572,N/A,TIMEOUT/NÃO_DISPONÍVEL
573,N/A,TIMEOUT/NÃO_DISPONÍVEL
574,N/A,TIMEOUT/NÃO_DISPONÍVEL
575,N/A,TIMEOUT/NÃO_DISPONÍVEL
576,N/A,TIMEOUT/NÃO_DISPONÍVEL
577,N/A,TIMEOUT/NÃO_DISPONÍVEL
578,N/A,TIMEOUT/NÃO_DISPONÍVEL
579,N/A,TIMEOUT/NÃO_DISPONÍVEL
580,N/A,TIMEOUT/NÃO_DISPONÍVEL
581,N/A,TIMEOUT/NÃO_DISPONÍVEL
582,N/A,TIMEOUT/NÃO_DISPONÍVEL
583,N/A,TIMEOUT/NÃO_DISPONÍVEL
584,N/A,TIMEOUT/NÃO_DISPONÍVEL
585,N/A,TIMEOUT/NÃO_DISPONÍVEL
586,N/A,TIMEOUT/NÃO_DISPONÍVEL
587,N/A,TIMEOUT/NÃO_DISPONÍVEL
588,N/A,TIMEOUT/NÃO_DISPONÍVEL
589,N/A,TIMEOUT/NÃO_DISPONÍVEL
590,N/A,TIMEOUT/NÃO_DISPONÍVEL
591,N/A,TIMEOUT/NÃO_DISPONÍVEL
592,N/A,TIMEOUT/NÃO_DISPONÍVEL
593,N/A,TIMEOUT/NÃO_DISPONÍVEL
594,N/A,TIMEOUT/NÃO_DISPONÍVEL
595,N/A,TIMEOUT/NÃO_DISPONÍVEL
596,N/A,TIMEOUT/NÃO_DISPONÍVEL
597,N/A,TIMEOUT/NÃO_DISPONÍVEL
598,N/A,TIMEOUT/NÃO_DISPONÍVEL
599,N/A,TIMEOUT/NÃO_DISPONÍVEL
600,N/A,TIMEOUT/NÃO_DISPONÍVEL
601,N/A,TIMEOUT/NÃO_DISPONÍVEL
602,N/A,TIMEOUT/NÃO_DISPONÍVEL
603,N/A,TIMEOUT/NÃO_DISPONÍVEL
604,N/A,TIMEOUT/NÃO_DISPONÍVEL
605,N/A,TIMEOUT/NÃO_DISPONÍVEL
606,N/A,TIMEOUT/NÃO_DISPONÍVEL
607,N/A,TIMEOUT/NÃO_DISPONÍVEL
608,N/A,TIMEOUT/NÃO_DISPONÍVEL
609,N/A,TIMEOUT/NÃO_DISPONÍVEL
610,N/A,TIMEOUT/NÃO_DISPONÍVEL
611,N/A,TIMEOUT/NÃO_DISPONÍVEL
612,N/A,TIMEOUT/NÃO_DISPONÍVEL
613,N/A,TIMEOUT/NÃO_DISPONÍVEL
614,N/A,TIMEOUT/NÃO_DISPONÍVEL
615,N/A,TIMEOUT/NÃO_DISPONÍVEL
616,N/A,TIMEOUT/NÃO_DISPONÍVEL
617,N/A,TIMEOUT/NÃO_DISPONÍVEL
618,N/A,TIMEOUT/NÃO_DISPONÍVEL
619,N/A,TIMEOUT/NÃO_DISPONÍVEL
620,N/A,TIMEOUT/NÃO_DISPONÍVEL
621,N/A,TIMEOUT/NÃO_DISPONÍVEL
622,N/A,TIMEOUT/NÃO_DISPONÍVEL
623,N/A,TIMEOUT/NÃO_DISPONÍVEL
624,N/A,TIMEOUT/NÃO_DISPONÍVEL
625,N/A,TIMEOUT/NÃO_DISPONÍVEL
626,N/A,TIMEOUT/NÃO_DISPONÍVEL
627,N/A,TIMEOUT/NÃO_DISPONÍVEL
628,N/A,TIMEOUT/NÃO_DISPONÍVEL
629,N/A,TIMEOUT/NÃO_DISPONÍVEL
630,N/A,TIMEOUT/NÃO_DISPONÍVEL
631,N/A,TIMEOUT/NÃO_DISPONÍVEL
632,N/A,TIMEOUT/NÃO_DISPONÍVEL
633,N/A,TIMEOUT/NÃO_DISPONÍVEL
634,N/A,TIMEOUT/NÃO_DISPONÍVEL
635,N/A,TIMEOUT/NÃO_DISPONÍVEL
636,N/A,TIMEOUT/NÃO_DISPONÍVEL
637,N/A,TIMEOUT/NÃO_DISPONÍVEL
638,N/A,TIMEOUT/NÃO_DISPONÍVEL
639,N/A,TIMEOUT/NÃO_DISPONÍVEL
640,N/A,TIMEOUT/NÃO_DISPONÍVEL
641,N/A,TIMEOUT/NÃO_DISPONÍVEL
642,N/A,TIMEOUT/NÃO_DISPONÍVEL
643,N/A,TIMEOUT/NÃO_DISPONÍVEL
644,N/A,TIMEOUT/NÃO_DISPONÍVEL
645,N/A,TIMEOUT/NÃO_DISPONÍVEL
646,N/A,TIMEOUT/NÃO_DISPONÍVEL
647,N/A,TIMEOUT/NÃO_DISPONÍVEL
648,N/A,TIMEOUT/NÃO_DISPONÍVEL
649,N/A,TIMEOUT/NÃO_DISPONÍVEL
650,N/A,TIMEOUT/NÃO_DISPONÍVEL
651,N/A,TIMEOUT/NÃO_DISPONÍVEL
652,N/A,TIMEOUT/NÃO_DISPONÍVEL
653,N/A,TIMEOUT/NÃO_DISPONÍVEL
654,N/A,TIMEOUT/NÃO_DISPONÍVEL
655,N/A,TIMEOUT/NÃO_DISPONÍVEL
656,N/A,TIMEOUT/NÃO_DISPONÍVEL
657,N/A,TIMEOUT/NÃO_DISPONÍVEL
658,N/A,TIMEOUT/NÃO_DISPONÍVEL
659,N/A,TIMEOUT/NÃO_DISPONÍVEL
660,N/A,TIMEOUT/NÃO_DISPONÍVEL
661,N/A,TIMEOUT/NÃO_DISPONÍVEL
662,N/A,TIMEOUT/NÃO_DISPONÍVEL
663,N/A,TIMEOUT/NÃO_DISPONÍVEL
664,N/A,TIMEOUT/NÃO_DISPONÍVEL
665,N/A,TIMEOUT/NÃO_DISPONÍVEL
666,N/A,TIMEOUT/NÃO_DISPONÍVEL
667,N/A,TIMEOUT/NÃO_DISPONÍVEL
668,N/A,TIMEOUT/NÃO_DISPONÍVEL
669,N/A,TIMEOUT/NÃO_DISPONÍVEL
670,N/A,TIMEOUT/NÃO_DISPONÍVEL
671,N/A,TIMEOUT/NÃO_DISPONÍVEL
672,N/A,TIMEOUT/NÃO_DISPONÍVEL
673,N/A,TIMEOUT/NÃO_DISPONÍVEL
674,N/A,TIMEOUT/NÃO_DISPONÍVEL
675,N/A,TIMEOUT/NÃO_DISPONÍVEL
676,N/A,TIMEOUT/NÃO_DISPONÍVEL
677,N/A,TIMEOUT/NÃO_DISPONÍVEL
678,N/A,TIMEOUT/NÃO_DISPONÍVEL
679,N/A,TIMEOUT/NÃO_DISPONÍVEL
680,N/A,TIMEOUT/NÃO_DISPONÍVEL
681,N/A,TIMEOUT/NÃO_DISPONÍVEL
682,N/A,TIMEOUT/NÃO_DISPONÍVEL
683,N/A,TIMEOUT/NÃO_DISPONÍVEL
684,N/A,TIMEOUT/NÃO_DISPONÍVEL
685,N/A,TIMEOUT/NÃO_DISPONÍVEL
686,N/A,TIMEOUT/NÃO_DISPONÍVEL
687,N/A,TIMEOUT/NÃO_DISPONÍVEL
688,N/A,TIMEOUT/NÃO_DISPONÍVEL
689,N/A,TIMEOUT/NÃO_DISPONÍVEL
690,N/A,TIMEOUT/NÃO_DISPONÍVEL
691,N/A,TIMEOUT/NÃO_DISPONÍVEL
692,N/A,TIMEOUT/NÃO_DISPONÍVEL
693,N/A,TIMEOUT/NÃO_DISPONÍVEL
694,N/A,TIMEOUT/NÃO_DISPONÍVEL
695,N/A,TIMEOUT/NÃO_DISPONÍVEL
696,N/A,TIMEOUT/NÃO_DISPONÍVEL
697,N/A,TIMEOUT/NÃO_DISPONÍVEL
698,N/A,TIMEOUT/NÃO_DISPONÍVEL
699,N/A,TIMEOUT/NÃO_DISPONÍVEL
700,N/A,TIMEOUT/NÃO_DISPONÍVEL
701,N/A,TIMEOUT/NÃO_DISPONÍVEL
702,N/A,TIMEOUT/NÃO_DISPONÍVEL
703,N/A,TIMEOUT/NÃO_DISPONÍVEL
704,N/A,TIMEOUT/NÃO_DISPONÍVEL
705,N/A,TIMEOUT/NÃO_DISPONÍVEL
706,N/A,TIMEOUT/NÃO_DISPONÍVEL
707,N/A,TIMEOUT/NÃO_DISPONÍVEL
708,N/A,TIMEOUT/NÃO_DISPONÍVEL
709,N/A,TIMEOUT/NÃO_DISPONÍVEL
710,N/A,TIMEOUT/NÃO_DISPONÍVEL
711,N/A,TIMEOUT/NÃO_DISPONÍVEL
712,N/A,TIMEOUT/NÃO_DISPONÍVEL
713,N/A,TIMEOUT/NÃO_DISPONÍVEL
714,N/A,TIMEOUT/NÃO_DISPONÍVEL
715,N/A,TIMEOUT/NÃO_DISPONÍVEL
716,N/A,TIMEOUT/NÃO_DISPONÍVEL
717,N/A,TIMEOUT/NÃO_DISPONÍVEL
718,N/A,TIMEOUT/NÃO_DISPONÍVEL
719,N/A,TIMEOUT/NÃO_DISPONÍVEL
720,N/A,TIMEOUT/NÃO_DISPONÍVEL
721,N/A,TIMEOUT/NÃO_DISPONÍVEL
722,N/A,TIMEOUT/NÃO_DISPONÍVEL
723,N/A,TIMEOUT/NÃO_DISPONÍVEL
724,N/A,TIMEOUT/NÃO_DISPONÍVEL
725,N/A,TIMEOUT/NÃO_DISPONÍVEL
726,N/A,TIMEOUT/NÃO_DISPONÍVEL
727,N/A,TIMEOUT/NÃO_DISPONÍVEL
728,N/A,TIMEOUT/NÃO_DISPONÍVEL
729,N/A,TIMEOUT/NÃO_DISPONÍVEL
730,N/A,TIMEOUT/NÃO_DISPONÍVEL
731,N/A,TIMEOUT/NÃO_DISPONÍVEL
732,N/A,TIMEOUT/NÃO_DISPONÍVEL
733,N/A,TIMEOUT/NÃO_DISPONÍVEL
734,N/A,TIMEOUT/NÃO_DISPONÍVEL
735,N/A,TIMEOUT/NÃO_DISPONÍVEL
736,N/A,TIMEOUT/NÃO_DISPONÍVEL
737,N/A,TIMEOUT/NÃO_DISPONÍVEL
738,N/A,TIMEOUT/NÃO_DISPONÍVEL
739,N/A,TIMEOUT/NÃO_DISPONÍVEL
740,N/A,TIMEOUT/NÃO_DISPONÍVEL
741,N/A,TIMEOUT/NÃO_DISPONÍVEL
742,N/A,TIMEOUT/NÃO_DISPONÍVEL
743,N/A,TIMEOUT/NÃO_DISPONÍVEL
744,N/A,TIMEOUT/NÃO_DISPONÍVEL
745,N/A,TIMEOUT/NÃO_DISPONÍVEL
746,N/A,TIMEOUT/NÃO_DISPONÍVEL
747,N/A,TIMEOUT/NÃO_DISPONÍVEL
748,N/A,TIMEOUT/NÃO_DISPONÍVEL
749,N/A,TIMEOUT/NÃO_DISPONÍVEL
750,N/A,TIMEOUT/NÃO_DISPONÍVEL
751,N/A,TIMEOUT/NÃO_DISPONÍVEL
752,N/A,TIMEOUT/NÃO_DISPONÍVEL
753,N/A,TIMEOUT/NÃO_DISPONÍVEL
754,N/A,TIMEOUT/NÃO_DISPONÍVEL
755,N/A,TIMEOUT/NÃO_DISPONÍVEL
756,N/A,TIMEOUT/NÃO_DISPONÍVEL
757,N/A,TIMEOUT/NÃO_DISPONÍVEL
758,N/A,TIMEOUT/NÃO_DISPONÍVEL
759,N/A,TIMEOUT/NÃO_DISPONÍVEL
760,N/A,TIMEOUT/NÃO_DISPONÍVEL
761,N/A,TIMEOUT/NÃO_DISPONÍVEL
762,N/A,TIMEOUT/NÃO_DISPONÍVEL
763,N/A,TIMEOUT/NÃO_DISPONÍVEL
764,N/A,TIMEOUT/NÃO_DISPONÍVEL
765,N/A,TIMEOUT/NÃO_DISPONÍVEL
766,N/A,TIMEOUT/NÃO_DISPONÍVEL
767,N/A,TIMEOUT/NÃO_DISPONÍVEL
768,N/A,TIMEOUT/NÃO_DISPONÍVEL
769,N/A,TIMEOUT/NÃO_DISPONÍVEL
770,N/A,TIMEOUT/NÃO_DISPONÍVEL
771,N/A,TIMEOUT/NÃO_DISPONÍVEL
772,N/A,TIMEOUT/NÃO_DISPONÍVEL
773,N/A,TIMEOUT/NÃO_DISPONÍVEL
774,N/A,TIMEOUT/NÃO_DISPONÍVEL
775,N/A,TIMEOUT/NÃO_DISPONÍVEL
776,N/A,TIMEOUT/NÃO_DISPONÍVEL
777,N/A,TIMEOUT/NÃO_DISPONÍVEL
778,N/A,TIMEOUT/NÃO_DISPONÍVEL
779,N/A,TIMEOUT/NÃO_DISPONÍVEL
780,N/A,TIMEOUT/NÃO_DISPONÍVEL
781,N/A,TIMEOUT/NÃO_DISPONÍVEL
782,N/A,TIMEOUT/NÃO_DISPONÍVEL
783,N/A,TIMEOUT/NÃO_DISPONÍVEL
784,N/A,TIMEOUT/NÃO_DISPONÍVEL
785,N/A,TIMEOUT/NÃO_DISPONÍVEL
786,N/A,TIMEOUT/NÃO_DISPONÍVEL
787,N/A,TIMEOUT/NÃO_DISPONÍVEL
788,N/A,TIMEOUT/NÃO_DISPONÍVEL
789,N/A,TIMEOUT/NÃO_DISPONÍVEL
790,N/A,TIMEOUT/NÃO_DISPONÍVEL
791,N/A,TIMEOUT/NÃO_DISPONÍVEL
792,N/A,TIMEOUT/NÃO_DISPONÍVEL
793,N/A,TIMEOUT/NÃO_DISPONÍVEL
794,N/A,TIMEOUT/NÃO_DISPONÍVEL
795,N/A,TIMEOUT/NÃO_DISPONÍVEL
796,N/A,TIMEOUT/NÃO_DISPONÍVEL
797,N/A,TIMEOUT/NÃO_DISPONÍVEL
798,N/A,TIMEOUT/NÃO_DISPONÍVEL
799,N/A,TIMEOUT/NÃO_DISPONÍVEL
800,N/A,TIMEOUT/NÃO_DISPONÍVEL
801,N/A,TIMEOUT/NÃO_DISPONÍVEL
802,N/A,TIMEOUT/NÃO_DISPONÍVEL
803,N/A,TIMEOUT/NÃO_DISPONÍVEL
804,N/A,TIMEOUT/NÃO_DISPONÍVEL
805,N/A,TIMEOUT/NÃO_DISPONÍVEL
806,N/A,TIMEOUT/NÃO_DISPONÍVEL
807,N/A,TIMEOUT/NÃO_DISPONÍVEL
808,N/A,TIMEOUT/NÃO_DISPONÍVEL
809,N/A,TIMEOUT/NÃO_DISPONÍVEL
810,N/A,TIMEOUT/NÃO_DISPONÍVEL
811,N/A,TIMEOUT/NÃO_DISPONÍVEL
812,N/A,TIMEOUT/NÃO_DISPONÍVEL
813,N/A,TIMEOUT/NÃO_DISPONÍVEL
814,N/A,TIMEOUT/NÃO_DISPONÍVEL
815,N/A,TIMEOUT/NÃO_DISPONÍVEL
816,N/A,TIMEOUT/NÃO_DISPONÍVEL
817,N/A,TIMEOUT/NÃO_DISPONÍVEL
818,N/A,TIMEOUT/NÃO_DISPONÍVEL
819,N/A,TIMEOUT/NÃO_DISPONÍVEL
820,N/A,TIMEOUT/NÃO_DISPONÍVEL
821,N/A,TIMEOUT/NÃO_DISPONÍVEL
822,N/A,TIMEOUT/NÃO_DISPONÍVEL
823,N/A,TIMEOUT/NÃO_DISPONÍVEL
824,N/A,TIMEOUT/NÃO_DISPONÍVEL
825,N/A,TIMEOUT/NÃO_DISPONÍVEL
826,N/A,TIMEOUT/NÃO_DISPONÍVEL
827,N/A,TIMEOUT/NÃO_DISPONÍVEL
828,N/A,TIMEOUT/NÃO_DISPONÍVEL
829,N/A,TIMEOUT/NÃO_DISPONÍVEL
830,N/A,TIMEOUT/NÃO_DISPONÍVEL
831,N/A,TIMEOUT/NÃO_DISPONÍVEL
832,N/A,TIMEOUT/NÃO_DISPONÍVEL
833,N/A,TIMEOUT/NÃO_DISPONÍVEL
834,N/A,TIMEOUT/NÃO_DISPONÍVEL
835,N/A,TIMEOUT/NÃO_DISPONÍVEL
836,N/A,TIMEOUT/NÃO_DISPONÍVEL
837,N/A,TIMEOUT/NÃO_DISPONÍVEL
838,N/A,TIMEOUT/NÃO_DISPONÍVEL
839,N/A,TIMEOUT/NÃO_DISPONÍVEL
840,N/A,TIMEOUT/NÃO_DISPONÍVEL
841,N/A,TIMEOUT/NÃO_DISPONÍVEL
842,N/A,TIMEOUT/NÃO_DISPONÍVEL
843,N/A,TIMEOUT/NÃO_DISPONÍVEL
844,N/A,TIMEOUT/NÃO_DISPONÍVEL
845,N/A,TIMEOUT/NÃO_DISPONÍVEL
846,N/A,TIMEOUT/NÃO_DISPONÍVEL
847,N/A,TIMEOUT/NÃO_DISPONÍVEL
848,N/A,TIMEOUT/NÃO_DISPONÍVEL
849,N/A,TIMEOUT/NÃO_DISPONÍVEL
850,N/A,TIMEOUT/NÃO_DISPONÍVEL
851,N/A,TIMEOUT/NÃO_DISPONÍVEL
852,N/A,TIMEOUT/NÃO_DISPONÍVEL
853,N/A,TIMEOUT/NÃO_DISPONÍVEL
854,N/A,TIMEOUT/NÃO_DISPONÍVEL
855,N/A,TIMEOUT/NÃO_DISPONÍVEL
856,N/A,TIMEOUT/NÃO_DISPONÍVEL
857,N/A,TIMEOUT/NÃO_DISPONÍVEL
858,N/A,TIMEOUT/NÃO_DISPONÍVEL
859,N/A,TIMEOUT/NÃO_DISPONÍVEL
860,N/A,TIMEOUT/NÃO_DISPONÍVEL
861,N/A,TIMEOUT/NÃO_DISPONÍVEL
862,N/A,TIMEOUT/NÃO_DISPONÍVEL
863,N/A,TIMEOUT/NÃO_DISPONÍVEL
864,N/A,TIMEOUT/NÃO_DISPONÍVEL
865,N/A,TIMEOUT/NÃO_DISPONÍVEL
866,N/A,TIMEOUT/NÃO_DISPONÍVEL
867,N/A,TIMEOUT/NÃO_DISPONÍVEL
868,N/A,TIMEOUT/NÃO_DISPONÍVEL
869,N/A,TIMEOUT/NÃO_DISPONÍVEL
870,N/A,TIMEOUT/NÃO_DISPONÍVEL
871,N/A,TIMEOUT/NÃO_DISPONÍVEL
872,N/A,TIMEOUT/NÃO_DISPONÍVEL
873,N/A,TIMEOUT/NÃO_DISPONÍVEL
874,N/A,TIMEOUT/NÃO_DISPONÍVEL
875,N/A,TIMEOUT/NÃO_DISPONÍVEL
876,N/A,TIMEOUT/NÃO_DISPONÍVEL
877,N/A,TIMEOUT/NÃO_DISPONÍVEL
878,N/A,TIMEOUT/NÃO_DISPONÍVEL
879,N/A,TIMEOUT/NÃO_DISPONÍVEL
880,N/A,TIMEOUT/NÃO_DISPONÍVEL
881,N/A,TIMEOUT/NÃO_DISPONÍVEL
882,N/A,TIMEOUT/NÃO_DISPONÍVEL
883,N/A,TIMEOUT/NÃO_DISPONÍVEL
884,N/A,TIMEOUT/NÃO_DISPONÍVEL
885,N/A,TIMEOUT/NÃO_DISPONÍVEL
886,N/A,TIMEOUT/NÃO_DISPONÍVEL
887,N/A,TIMEOUT/NÃO_DISPONÍVEL
888,N/A,TIMEOUT/NÃO_DISPONÍVEL
889,N/A,TIMEOUT/NÃO_DISPONÍVEL
890,N/A,TIMEOUT/NÃO_DISPONÍVEL
891,N/A,TIMEOUT/NÃO_DISPONÍVEL
892,N/A,TIMEOUT/NÃO_DISPONÍVEL
893,N/A,TIMEOUT/NÃO_DISPONÍVEL
894,N/A,TIMEOUT/NÃO_DISPONÍVEL
895,N/A,TIMEOUT/NÃO_DISPONÍVEL
896,N/A,TIMEOUT/NÃO_DISPONÍVEL
897,N/A,TIMEOUT/NÃO_DISPONÍVEL
898,N/A,TIMEOUT/NÃO_DISPONÍVEL
899,N/A,TIMEOUT/NÃO_DISPONÍVEL
900,N/A,TIMEOUT/NÃO_DISPONÍVEL
901,N/A,TIMEOUT/NÃO_DISPONÍVEL
902,N/A,TIMEOUT/NÃO_DISPONÍVEL
903,N/A,TIMEOUT/NÃO_DISPONÍVEL
904,N/A,TIMEOUT/NÃO_DISPONÍVEL
905,N/A,TIMEOUT/NÃO_DISPONÍVEL
906,N/A,TIMEOUT/NÃO_DISPONÍVEL
907,N/A,TIMEOUT/NÃO_DISPONÍVEL
908,N/A,TIMEOUT/NÃO_DISPONÍVEL
909,N/A,TIMEOUT/NÃO_DISPONÍVEL
910,N/A,TIMEOUT/NÃO_DISPONÍVEL
911,N/A,TIMEOUT/NÃO_DISPONÍVEL
912,N/A,TIMEOUT/NÃO_DISPONÍVEL
913,N/A,TIMEOUT/NÃO_DISPONÍVEL
914,N/A,TIMEOUT/NÃO_DISPONÍVEL
915,N/A,TIMEOUT/NÃO_DISPONÍVEL
916,N/A,TIMEOUT/NÃO_DISPONÍVEL
917,N/A,TIMEOUT/NÃO_DISPONÍVEL
918,N/A,TIMEOUT/NÃO_DISPONÍVEL
919,N/A,TIMEOUT/NÃO_DISPONÍVEL
920,N/A,TIMEOUT/NÃO_DISPONÍVEL
921,N/A,TIMEOUT/NÃO_DISPONÍVEL
922,N/A,TIMEOUT/NÃO_DISPONÍVEL
923,N/A,TIMEOUT/NÃO_DISPONÍVEL
924,N/A,TIMEOUT/NÃO_DISPONÍVEL
925,N/A,TIMEOUT/NÃO_DISPONÍVEL
926,N/A,TIMEOUT/NÃO_DISPONÍVEL
927,N/A,TIMEOUT/NÃO_DISPONÍVEL
928,N/A,TIMEOUT/NÃO_DISPONÍVEL
929,N/A,TIMEOUT/NÃO_DISPONÍVEL
930,N/A,TIMEOUT/NÃO_DISPONÍVEL
931,N/A,TIMEOUT/NÃO_DISPONÍVEL
932,N/A,TIMEOUT/NÃO_DISPONÍVEL
933,N/A,TIMEOUT/NÃO_DISPONÍVEL
934,N/A,TIMEOUT/NÃO_DISPONÍVEL
935,N/A,TIMEOUT/NÃO_DISPONÍVEL
936,N/A,TIMEOUT/NÃO_DISPONÍVEL
937,N/A,TIMEOUT/NÃO_DISPONÍVEL
938,N/A,TIMEOUT/NÃO_DISPONÍVEL
939,N/A,TIMEOUT/NÃO_DISPONÍVEL
940,N/A,TIMEOUT/NÃO_DISPONÍVEL
941,N/A,TIMEOUT/NÃO_DISPONÍVEL
942,N/A,TIMEOUT/NÃO_DISPONÍVEL
943,N/A,TIMEOUT/NÃO_DISPONÍVEL
944,N/A,TIMEOUT/NÃO_DISPONÍVEL
945,N/A,TIMEOUT/NÃO_DISPONÍVEL
946,N/A,TIMEOUT/NÃO_DISPONÍVEL
947,N/A,TIMEOUT/NÃO_DISPONÍVEL
948,N/A,TIMEOUT/NÃO_DISPONÍVEL
949,N/A,TIMEOUT/NÃO_DISPONÍVEL
950,N/A,TIMEOUT/NÃO_DISPONÍVEL
951,N/A,TIMEOUT/NÃO_DISPONÍVEL
952,N/A,TIMEOUT/NÃO_DISPONÍVEL
953,N/A,TIMEOUT/NÃO_DISPONÍVEL
954,N/A,TIMEOUT/NÃO_DISPONÍVEL
955,N/A,TIMEOUT/NÃO_DISPONÍVEL
956,N/A,TIMEOUT/NÃO_DISPONÍVEL
957,N/A,TIMEOUT/NÃO_DISPONÍVEL
958,N/A,TIMEOUT/NÃO_DISPONÍVEL
959,N/A,TIMEOUT/NÃO_DISPONÍVEL
960,N/A,TIMEOUT/NÃO_DISPONÍVEL
961,N/A,TIMEOUT/NÃO_DISPONÍVEL
962,N/A,TIMEOUT/NÃO_DISPONÍVEL
963,N/A,TIMEOUT/NÃO_DISPONÍVEL
964,N/A,TIMEOUT/NÃO_DISPONÍVEL
965,N/A,TIMEOUT/NÃO_DISPONÍVEL
966,N/A,TIMEOUT/NÃO_DISPONÍVEL
967,N/A,TIMEOUT/NÃO_DISPONÍVEL
968,N/A,TIMEOUT/NÃO_DISPONÍVEL
969,N/A,TIMEOUT/NÃO_DISPONÍVEL
970,N/A,TIMEOUT/NÃO_DISPONÍVEL
971,N/A,TIMEOUT/NÃO_DISPONÍVEL
972,N/A,TIMEOUT/NÃO_DISPONÍVEL
973,N/A,TIMEOUT/NÃO_DISPONÍVEL
974,N/A,TIMEOUT/NÃO_DISPONÍVEL
975,N/A,TIMEOUT/NÃO_DISPONÍVEL
976,N/A,TIMEOUT/NÃO_DISPONÍVEL
977,N/A,TIMEOUT/NÃO_DISPONÍVEL
978,N/A,TIMEOUT/NÃO_DISPONÍVEL
979,N/A,TIMEOUT/NÃO_DISPONÍVEL
980,N/A,TIMEOUT/NÃO_DISPONÍVEL
981,N/A,TIMEOUT/NÃO_DISPONÍVEL
982,N/A,TIMEOUT/NÃO_DISPONÍVEL
983,N/A,TIMEOUT/NÃO_DISPONÍVEL
984,N/A,TIMEOUT/NÃO_DISPONÍVEL
985,N/A,TIMEOUT/NÃO_DISPONÍVEL
986,N/A,TIMEOUT/NÃO_DISPONÍVEL
987,N/A,TIMEOUT/NÃO_DISPONÍVEL
988,N/A,TIMEOUT/NÃO_DISPONÍVEL
989,N/A,TIMEOUT/NÃO_DISPONÍVEL
990,N/A,TIMEOUT/NÃO_DISPONÍVEL
991,N/A,TIMEOUT/NÃO_DISPONÍVEL
992,N/A,TIMEOUT/NÃO_DISPONÍVEL
993,N/A,TIMEOUT/NÃO_DISPONÍVEL
994,N/A,TIMEOUT/NÃO_DISPONÍVEL
995,N/A,TIMEOUT/NÃO_DISPONÍVEL
996,N/A,TIMEOUT/NÃO_DISPONÍVEL
997,N/A,TIMEOUT/NÃO_DISPONÍVEL
998,N/A,TIMEOUT/NÃO_DISPONÍVEL
999,N/A,TIMEOUT/NÃO_DISPONÍVEL
1000,N/A,TIMEOUT/NÃO_DISPONÍVEL
1001,N/A,TIMEOUT/NÃO_DISPONÍVEL
1002,N/A,TIMEOUT/NÃO_DISPONÍVEL
1003,N/A,TIMEOUT/NÃO_DISPONÍVEL
1004,N/A,TIMEOUT/NÃO_DISPONÍVEL
1005,N/A,TIMEOUT/NÃO_DISPONÍVEL
1006,N/A,TIMEOUT/NÃO_DISPONÍVEL
1007,N/A,TIMEOUT/NÃO_DISPONÍVEL
1008,N/A,TIMEOUT/NÃO_DISPONÍVEL
1009,N/A,TIMEOUT/NÃO_DISPONÍVEL
1010,N/A,TIMEOUT/NÃO_DISPONÍVEL
1011,N/A,TIMEOUT/NÃO_DISPONÍVEL
1012,N/A,TIMEOUT/NÃO_DISPONÍVEL
1013,N/A,TIMEOUT/NÃO_DISPONÍVEL
1014,N/A,TIMEOUT/NÃO_DISPONÍVEL
1015,N/A,TIMEOUT/NÃO_DISPONÍVEL
1016,N/A,TIMEOUT/NÃO_DISPONÍVEL
1017,N/A,TIMEOUT/NÃO_DISPONÍVEL
1018,N/A,TIMEOUT/NÃO_DISPONÍVEL
1019,N/A,TIMEOUT/NÃO_DISPONÍVEL
1020,N/A,TIMEOUT/NÃO_DISPONÍVEL
1021,N/A,TIMEOUT/NÃO_DISPONÍVEL
1022,N/A,TIMEOUT/NÃO_DISPONÍVEL
1023,N/A,TIMEOUT/NÃO_DISPONÍVEL
1024,N/A,TIMEOUT/NÃO_DISPONÍVEL
1025,N/A,TIMEOUT/NÃO_DISPONÍVEL
1026,N/A,TIMEOUT/NÃO_DISPONÍVEL
1027,N/A,TIMEOUT/NÃO_DISPONÍVEL
1028,N/A,TIMEOUT/NÃO_DISPONÍVEL
1029,N/A,TIMEOUT/NÃO_DISPONÍVEL
1030,N/A,TIMEOUT/NÃO_DISPONÍVEL
1031,N/A,TIMEOUT/NÃO_DISPONÍVEL
1032,N/A,TIMEOUT/NÃO_DISPONÍVEL
1033,N/A,TIMEOUT/NÃO_DISPONÍVEL
1034,N/A,TIMEOUT/NÃO_DISPONÍVEL
1035,N/A,TIMEOUT/NÃO_DISPONÍVEL
1036,N/A,TIMEOUT/NÃO_DISPONÍVEL
1037,N/A,TIMEOUT/NÃO_DISPONÍVEL
1038,N/A,TIMEOUT/NÃO_DISPONÍVEL
1039,N/A,TIMEOUT/NÃO_DISPONÍVEL
1040,N/A,TIMEOUT/NÃO_DISPONÍVEL
1041,N/A,TIMEOUT/NÃO_DISPONÍVEL
1042,N/A,TIMEOUT/NÃO_DISPONÍVEL
1043,N/A,TIMEOUT/NÃO_DISPONÍVEL
1044,N/A,TIMEOUT/NÃO_DISPONÍVEL
1045,N/A,TIMEOUT/NÃO_DISPONÍVEL
1046,N/A,TIMEOUT/NÃO_DISPONÍVEL
1047,N/A,TIMEOUT/NÃO_DISPONÍVEL
1048,N/A,TIMEOUT/NÃO_DISPONÍVEL
1049,N/A,TIMEOUT/NÃO_DISPONÍVEL
1050,N/A,TIMEOUT/NÃO_DISPONÍVEL
1051,N/A,TIMEOUT/NÃO_DISPONÍVEL
